,survey,random_order,reason,translation,roy_categorized
7594,ecv2020,7594,Si�ge de l'AS � 75km,Headquarters of the AS 75 km away,NA
7595,ecv2020,7595,Ils avaient exig� de l'argent pour la fiche 1500fc.,They had demanded money for the 1500fc form.,NA
7596,ecv2020,7596,J'�tais malade.,I was sick.,NA
7597,ecv2021,7597,MAUVAISE  ORGANISATION  DES SÉANCES DE  VACCINATION,POOR ORGANIZATION OF VACCINATION SESSIONS,NA
7598,ecv2021,7598,VOYAGE VERS ICI,JOURNEY TO HERE,NA
7599,ecv2020,7599,VACCIN EN  COURS,VACCINE IN PROGRESS,NA
7600,ecv2020,7600,M�re � la ferme avec l'enfant pendant,Mother at the farm with the child during,NA
7601,ecv2020,7601,Encours de vaccination,Ongoing vaccination,NA
7602,ecv2020,7602,LE VOYAGE � KINSHASA,THE TRIP TO KINSHASA,NA
7603,ecv2020,7603,Refus de la m�re,Refusal of the mother,NA
7604,ecv2020,7604,Peur de la fi�vre apr�s injections,Fear of fever after injections,NA
7605,ecv2020,7605,TRAVAUX DE CHAMPS AT REPLACEMENT,FIELD WORK AND REPLACEMENT,NA
7606,ecv2020,7606,ENNUIS DE SE RENDRE A L'HOPITAL,TROUBLE GETTING TO THE HOSPITAL,NA
7607,ecv2021,7607,ALTITUDE NÉGATIVE DE L'ÉGLISE,NEGATIVE ALTITUDE OF THE CHURCH,NA
7608,ecv2021,7608,RUPTURE DES VACANCS,BREAK IN THE VACANCIES,NA
7609,ecv2021,7609,LA MERE PENSAIT AVOIR TOUT SUIVI,THE MOTHER THOUGHT SHE HAD FOLLOWED EVERYTHING,NA
7610,ecv2020,7610,LA FAMILLE ETAIT DANS LE CAMPEMENT,The family was in the camp.,NA
7611,ecv2021,7611,RUMEURS SUR LA COVID 19,RUMORS ABOUT COVID-19,NA
7612,ecv2021,7612,DÉPLACEMENT DE LA MÈRE DANS LA ZONE MINIERE,Moving the Mother in the Mining Area,NA
7613,ecv2021,7613,CARTE GARDEE PAR LE MARI,CARD KEPT BY THE HUSBAND,NA
7614,ecv2020,7614,CRAINTE DE VACCIN CONTRE COVID-19,Fear of COVID-19 Vaccination,NA
7615,ecv2020,7615,N'A PAS ENCORE ATTEINT L'�GE DE  9 MOIS,HAS NOT YET REACHED THE AGE OF 9 MONTHS,NA
7616,ecv2021,7616,PEUR DE  ORONA VIRUS INTRODUIT DANS LE VACCIN,FEAR OF CORONAVIRUS INTRODUCED IN THE VACCINE,NA
7617,ecv2020,7617,EN ATTENTE DU DERNIER VACCIN POUR FINIR,WAITING FOR THE LAST VACCINE TO FINISH,NA
7618,ecv2020,7618,J AVAIT PERDU MA MAMAN,I HAD LOST MY MOTHER,NA
7619,ecv2020,7619,Enfant n'a pas encore termine son calendrier et reste avecVAA et VAR,The child has not yet finished their calendar and stays with VAA and VAR.,NA
7620,ecv2022,7620,PARENT OCCUPER,PARENT OCCUPY,NA
7621,ecv2021,7621,GREVE DE PERSONNEL,Staff strike,NA
7622,ecv2020,7622,IIL N A QUE 7 MOIS,He is only 7 months old.,NA
7623,ecv2020,7623,ET LA PARESSE DE LA MERE,AND THE MOTHER'S LAZINESS,NA
7624,ecv2021,7624,VISITE FAMILIAL,FAMILY VISIT,NA
7625,ecv2021,7625,GREBE DES INFIRMIERS,NURSES' CREBE,NA
7626,ecv2020,7626,NOMBREUSES OCCUPATIONS,Numerous occupations,NA
7627,ecv2020,7627,LA MAMAN EST TOUJOURS PARTI A LA RECHERCHE DE QUOI MANGER,THE MOTHER IS ALWAYS OUT LOOKING FOR SOMETHING TO EAT,NA
7628,ecv2022,7628,CHANGEMENT DE VILLE,Change of city,NA
7629,ecv2021,7629,OUBLIE DE LA DATE DE RENDEZ-VOUS,FORGOT APPOINTMENT DATE,NA
7630,ecv2020,7630,J'�tais en voyage pour kananga.,I was traveling to Kananga.,NA
7631,ecv2020,7631,S�PARATION DE COUPLE,SEPARATION OF COUPLE,NA
7632,ecv2020,7632,N'a pas encore compl�ter 9 mois pour recevoir le VAR et VAA.,Has not yet completed 9 months to receive the VAR and VAA.,NA
7633,ecv2020,7633,L ENFANT N A QUE 8 MOIS,THE CHILD IS ONLY 8 MONTHS OLD,NA
7634,ecv2020,7634,ACTIVIT�S CHAMPETRES,COUNTRYSIDE ACTIVITIES,NA
7635,ecv2020,7635,PROVOQUE L'AUTO PRISE EN CHARGE DE LA FIEVRE,TRIGGERS SELF-MANAGEMENT OF FEVER,NA
7636,ecv2020,7636,Enfant malade,Sick child,NA
7637,ecv2020,7637,A RECU TOUT LES VACCINS,HAS RECEIVED ALL VACCINES,NA
7638,ecv2021,7638,NOUS VENONS DE KA TEKA OU IL N YA PAS DES VACCIN NKN PLUS,WE COME FROM KA TEKA WHERE THERE ARE NO VACCINES ANYMORE,NA
7639,ecv2020,7639,Le calendrier en cours,The current calendar,NA
7640,ecv2022,7640,AU CHAMP,IN THE FIELD,NA
7641,ecv2021,7641,PEUR DELE VACCINER SUITE A L'ENFANT NEE MALADE,AFRAID TO GET VACCINATED DUE TO THE CHILD BEING BORN SICK,NA
7642,ecv2020,7642,"Le centre m'avait oblig� de payer 1000 pour la fiche et j'ai pay�, il m'ont dit que tu vas r�cup�r� la fiche le mois suivant et quand je suis rentr� le moi prochain j'ai trouv� qu'ils ont perdu ma fiche et j'�tais f�ch� et j'ai pris la d�cision","The center had forced me to pay 1000 for the form and I paid, they told me that I would get the form the following month and when I went back the next month I found out they had lost my form and I was angry and I made the decision.",NA
7643,ecv2022,7643,NON RECU LE VPO ET BCG DE NAISSANCE,NOT RECEIVED THE BIRTH VPO AND BCG,NA
7644,ecv2020,7644,MANQUE D'ARGENT POUR SE FAIRE SOIGNE APR�S UN EFFET SECONDAIRE,LACK OF MONEY FOR TREATMENT AFTER A SIDE EFFECT,NA
7645,ecv2020,7645,EN DEPLACEMENT  AU CHAMPS,IN TRANSIT TO THE FIELD,NA
7646,ecv2020,7646,Deplacement de la mere de l'enfant,Movement of the child's mother,NA
7647,ecv2022,7647,SES PARENTS SAVENT MIEUX,HIS PARENTS KNOW BETTER,NA
7648,ecv2020,7648,LA MAMAN EST TROP OCCUP� ET LA GRAND MERE QUI S'EN OCCUPE,THE MOTHER IS TOO BUSY AND THE GRANDMOTHER TAKES CARE OF IT,NA
7649,ecv2021,7649,N'AS JAMAIS ETAIS VACCINE,NEVER BEEN VACCINATED,NA
7650,ecv2021,7650,Le déplacement était l'obstacle pour la vaccination de L'enfant,The travel was the obstacle for the child's vaccination.,NA
7651,ecv2020,7651,EN d�placement,travel,NA
7652,ecv2020,7652,Les prestataires n'ont pas encore organiser les seances  de vaccination,The providers have not yet organized the vaccination sessions.,NA
7653,ecv2022,7653,"MOMENT DE VACCINATION INNOPORTUN, NÉGLIGENCE..","Inopportune vaccination moment, negligence..",NA
7654,ecv2022,7654,Non respect des dates prévues,Failure to meet scheduled dates,NA
7655,ecv2020,7655,NOUS VIVONS AVEC L'ENFANT AU CAMPEMENT,We live with the child at the camp.,NA
7656,ecv2022,7656,NEGLIGENCE DE LA FAMILLE A AMENER L'ENFANT A LA VACCINATION A BUKIRINGI,NEGLIGENCE OF THE FAMILY TO BRING THE CHILD FOR VACCINATION IN BUKIRINGI,NA
7657,ecv2020,7657,"IL vient de se remarquer que quelques vaccins surtout les rota n'�taient pas disponibles, tant que nous sommes ignorants quant aux vaccins","It has just been noticed that some vaccines, especially the rotavirus vaccine, are not available, as long as we are unaware of the vaccines.",NA
7658,ecv2020,7658,D�PLACEMENT FAMILIAL VERS LE CHAMPS � PLUSIEURS KILOM�TRES DU POSTE DE SANT� MBUYA,FAMILY DISPLACEMENT TO THE FIELD SEVERAL KILOMETERS FROM THE MBUYA HEALTH CENTER,NA
7659,ecv2021,7659,OUBLIE DES PERSONNEL SOIGNANT,FORGOTTEN HEALTHCARE WORKERS,NA
7660,ecv2021,7660,LA MAMAN  SE DEPLACER DS UN AUTRE MILIEU OU IL N’Y AVAIT PAS UN SITE DE VACCINATION,THE MOTHER MOVE TO ANOTHER AREA WHERE THERE WAS NO VACCINATION SITE,NA
7661,ecv2022,7661,INSECURITE QUI A CAUSE LE REPLACEMENT DU MANAGE,INSECURITY THAT CAUSED THE REPLACEMENT OF THE MANAGER,NA
7662,ecv2020,7662,L'AGE NON ATTEINT POUR LE 9MOIS,AGE NOT REACHED FOR 9 MONTHS,NA
7663,ecv2020,7663,AGE INF�RIEUR,LOWER AGE,NA
7664,ecv2022,7664,AVOIR CHANGE DE DOMICILE,TO HAVE CHANGED ADDRESS,NA
7665,ecv2022,7665,L ENFANT  A PRI BCG ET  VPO 0 APRES  LA GREVE,The child received BCG and VPO 0 after the strike.,NA
7666,ecv2022,7666,DÉPLACEMENT,Movement,NA
7667,ecv2020,7667,Non mon enfant n'a pas encore atteint 9mois pour prendre les restes des vaccins,"No, my child has not yet reached 9 months to take the remaining vaccines.",NA
7668,ecv2020,7668,NOUS CRAIGNONS LE VACCIN INJECTE AU NIVEAU DE CUISSE PCQ ELLE ENTRA�NE BEAUCOUP  DE  FI�VRE,WE FEAR THE VACCINE INJECTED IN THE THIGH BECAUSE IT CAUSES A LOT OF FEVER,NA
7669,ecv2022,7669,NON CONNAISSANCE SUR L' EXISTENCE DU VACCIN,LACK OF AWARENESS ABOUT THE EXISTENCE OF THE VACCINE,NA
7670,ecv2020,7670,INSSUFISANCE MANTALE DE LA M�RE,MENTAL INSUFFICIENCY OF THE MOTHER,NA
7671,ecv2020,7671,Se�nce pas encore organis�e,Session not yet organized,NA
7672,ecv2020,7672,"LA FEMME DE L'ENFANT EST ENVEGLE, ET NE SAIT PAS COMMENT SE CONDUIRE SEUL DANS UNE S�ANCE DE VACCINATION","THE CHILD'S MOTHER IS BLIND, AND DOES NOT KNOW HOW TO NAVIGATE A VACCINATION SESSION ALONE",NA
7673,ecv2021,7673,OUBLIE DU DERNIER RENDEZ-VOUS,MISSED LAST APPOINTMENT,NA
7674,ecv2020,7674,M�RE AVAIT VOYAGE APR�S ACCOUCHEMENT,MOTHER HAD TRAVELED AFTER GIVING BIRTH,NA
7675,ecv2021,7675,Raison  personnelle,Personal reason,NA
7676,ecv2022,7676,INSECURITE,Insecurity,NA
7677,ecv2021,7677,"CONFINEMENT,GREVE DES INFIRMIERS","LOCKDOWN, NURSES' STRIKE",NA
7678,ecv2022,7678,PERSONNEL MAL ORGANISE,POORLY ORGANIZED STAFF,NA
7679,ecv2020,7679,MESSAGE NEGATIF DE DEPITE N EV BAZAIBA,NEGATIVE MESSAGE FROM DEPITE N EV BAZAIBA,NA
7680,ecv2020,7680,MOINS D� 9 MOIS,LESS THAN 9 MONTHS,NA
7681,ecv2020,7681,IRREGULARITE DE SEANCE DE VACCINATION,IRREGULARITY OF VACCINATION SESSION,NA
7682,ecv2022,7682,MON ENFANT PLEURE,MY CHILD IS CRYING,NA
7683,ecv2020,7683,La prise de vaccin en cours,Ongoing vaccination,NA
7684,ecv2020,7684,INDISPONIBILIT� DE LA MERE,UNAVAILABILITY OF THE MOTHER,NA
7685,ecv2021,7685,VACCIN REÇU  NON MENTIONNÉ,VACCINE RECEIVED NOT SPECIFIED,NA
7686,ecv2020,7686,CRAINTE DU CORONA VIRUS,FEAR OF THE CORONAVIRUS,NA
7687,ecv2020,7687,CARTE PERDU � UVIRA,LOST CARD IN UVIRA,NA
7688,ecv2020,7688,NEGLIGENCE SOUVANT ET AUSSI INDISPONIBILITE DES CERTAINS VACCINS,OFTEN NEGLIGENCE AND ALSO UNAVAILABILITY OF CERTAIN VACCINES,NA
7689,ecv2020,7689,LA M�RE RESTE � LA CAMPAGNE AVEC L'ENFANT,THE MOTHER STAYS IN THE COUNTRYSIDE WITH THE CHILD,NA
7690,ecv2020,7690,NEGLIGENCE ET CRAINTE DE COVID,Negligence and Fear of COVID,NA
7691,ecv2020,7691,CRAINTE DU VACCIN DE COVID-19,Fear of the COVID-19 vaccine,NA
7692,ecv2020,7692,RUPTURE DE VACCIN SUITE A LA NON FONCTIONNEMENT DE CHAINE DE FROID,VACCINE SHORTAGE DUE TO COLD CHAIN FAILURE,NA
7693,ecv2021,7693,Nous etions a la campagne,We were in the countryside.,NA
7694,ecv2021,7694,"L,ENFANT A EU TOUT LE VACCINS MAIS PAS  MENTIONNE",The child has had all the vaccines but is not listed.,NA
7695,ecv2020,7695,ACCIN ENCOURS,ACTION IN PROGRESS,NA
7696,ecv2020,7696,D'AUTRES VACCIN NON DISPONIBLES.,OTHER VACCINE NOT AVAILABLE.,NA
7697,ecv2022,7697,PERE DECEDE,DECEASED FATHER,NA
7698,ecv2020,7698,PAR OUBLI,BY OVERSIGHT,NA
7699,ecv2020,7699,Bas age,Low age,NA
7700,ecv2020,7700,MAMAN DE L'ENFANT EST PLUS SOUVENT DANS LA FORET QU'AU VILLAGE,THE CHILD'S MOTHER IS MORE OFTEN IN THE FOREST THAN IN THE VILLAGE,NA
7701,ecv2020,7701,ENFANT N A PAS ENCORE FINI SON CALENDRIER,CHILD HAS NOT FINISHED HIS CALENDAR YET,NA
7702,ecv2020,7702,TOUS MES QUATRE ENFANTS NE SONT PAS VACCINER CEUX QUI SON AU VILLAGE NE LE SONT PAS NON PLUS MAIS ILS VIVENT QUAND M�ME DIEU SEUL PROTEGE,"ALL FOUR OF MY CHILDREN ARE NOT VACCINATED; THOSE WHO ARE IN THE VILLAGE ARE NOT EITHER, BUT THEY STILL LIVE. ONLY GOD PROTECTS.",NA
7703,ecv2020,7703,Les enfants tombent malades apr�s vaccination et les prestataires demandent bcp d'Argent,Children fall ill after vaccination and providers ask for a lot of money.,NA
7704,ecv2021,7704,Insécurité,Insecurity,NA
7705,ecv2020,7705,ABSENTE,ABSENT,NA
7706,ecv2021,7706,N'A JAMAIS REÇU LES VACCINS,NEVER RECEIVED VACCINATIONS,NA
7707,ecv2022,7707,RIPTURE DE ROTA,BREAKDOWN OF SCHEDULE,NA
7708,ecv2020,7708,FEPLACEMENT D'UNE REGION A UNE AUTRES. NEGLIGENCE,REPLACEMENT OF ONE REGION WITH ANOTHER. NEGLIGENCE,NA
7709,ecv2020,7709,ATTENT LE VACCIN DE 9 MOIS,WAIT FOR THE 9-MONTH VACCINE,NA
7710,ecv2020,7710,ATTEND 9MOIS,EXPECTS IN 9 MONTHS,NA
7711,ecv2021,7711,VACCINÉ SANS CARTE NI REGISTRE,Vaccinated without card or register,NA
7712,ecv2020,7712,VOYAGE � FAMILLE,FAMILY TRIP,NA
7713,ecv2020,7713,L'ENFANT ETAIT EN VOYAGE AVEC L'ENFANT,THE CHILD WAS TRAVELING WITH THE CHILD,NA
7714,ecv2020,7714,Pas encor teminer les vaccin,Not yet finished the vaccines,NA
7715,ecv2022,7715,PLUSIEUR MAMAN N'ONT PAS ETUDIER ET NE SAVAIT QUE LA DATE DE RENDEZ VOUS EST PRET.,SEVERAL MOTHERS DID NOT STUDY AND DID NOT KNOW THAT THE APPOINTMENT DATE IS READY.,NA
7716,ecv2020,7716,"L'INFIRME TITULAIRE ( IT )D'AIRE D� SANT� SWAMASANGU A REFUSE DE DONN�ES AUX ENFANTS DE LA VILLAGE MAMBAMBA LES VACCIN, POUR CONFLIT D'UNE BICYCLETTE RE.CO","THE INVALID HOLDER (IH) OF SWAMASANGU HEALTH AREA REFUSED TO GIVE VACCINES TO THE CHILDREN OF MAMBAMBA VILLAGE, DUE TO A CONFLICT OVER A BICYCLE.",NA
7717,ecv2021,7717,PEUR DU VACCIN  COVID 19,FEAR OF THE COVID-19 VACCINE,NA
7718,ecv2020,7718,Faible communication avec les parents pour recevoir le VPO0.,Low communication with parents to receive the OPV0.,NA
7719,ecv2020,7719,RETARD DE LA MERE,Mother's Delay,NA
7720,ecv2020,7720,Manque de la volonte de la m�re,Lack of the mother's will,NA
7721,ecv2021,7721,ARRIVÉ EN RETARD ET LE VACCIN ÉTAIT ÉPUISÉ,"Arrived late, and the vaccine was out of stock.",NA
7722,ecv2020,7722,ON ENTEND LE RENDEZ-VOUS DE 9 MOIS,WE HEAR THE 9-MONTH APPOINTMENT,NA
7723,ecv2020,7723,ROTA2 13/08/2020,ROTA2 08/13/2020,NA
7724,ecv2020,7724,DDEPLACEMENT DE LA M�RE,MOVEMENT OF THE MOTHER,NA
7725,ecv2020,7725,L'enfant a 8 Mois,The child is 8 months old,NA
7726,ecv2022,7726,VOYAGE DE LA FAMILLES DANS LA FORET POUR PLUSIEURS MOIS,FAMILY'S TRIP IN THE FOREST FOR SEVERAL MONTHS,NA
7727,ecv2020,7727,L'ENFANT N'A PAS ENCORE ATTEINT 9 MOIS,THE CHILD HAS NOT YET REACHED 9 MONTHS,NA
7728,ecv2020,7728,PAS MOYEN L ENFANT VIE CHEZ CA GRANDE M�RE,NO WAY THE CHILD LIVES WITH HIS GRANDMOTHER,NA
7729,ecv2020,7729,MANQUE D'ARGENT POUR LA PESEE ET LA VACCINATION,LACK OF MONEY FOR WEIGHING AND VACCINATION,NA
7730,ecv2020,7730,Partie au champ,Part gone to the field,NA
7731,ecv2022,7731,DEPLACEMENT DE LA MERE ET DE L ENFANT,MOVEMENT OF THE MOTHER AND CHILD,NA
7732,ecv2021,7732,HABITÈ AU CHAMP SOUVENT,OFTEN LIVED IN THE FIELD,NA
7733,ecv2020,7733,M�RE EN D�PLACEMENT LORS DES RENDEZ-VOUS TRAVAUX CHAMP�TRES,"""MOTHER ON THE MOVE DURING RURAL WORK APPOINTMENTS""",NA
7734,ecv2021,7734,TOUT LE MENAGE ETAIT EN DEPLACEMENT ( VOYAGE D’ENVIRON 8 MOIS),THE WHOLE HOUSEHOLD WAS TRAVELING (APPROXIMATELY AN 8-MONTH TRIP),NA
7735,ecv2020,7735,Mon absence,My absence,NA
7736,ecv2021,7736,VIVAIS  DANS LE MINE DE DIAMANT,I LIVED IN THE DIAMOND MINE,NA
7737,ecv2020,7737,M�re trop occup�e,Mother too busy,NA
7738,ecv2020,7738,INDISPONIBILITE DES PARENT,PARENTS' UNAVAILABILITY,NA
7739,ecv2021,7739,ATTITUDE NEGATIVE DU GRAND PERE PAR  RAPPORT A LA VACCINATION,Negative attitude of the grandfather towards vaccination,NA
7740,ecv2020,7740,Campement de p�che,Fishing camp,NA
7741,ecv2020,7741,ELLE DU VILLAGE IL YA UNE SEMAINES,SHE FROM THE VILLAGE A WEEK AGO,NA
7742,ecv2021,7742,SANS RAISON UNE NÉGLIGENCE,WITHOUT REASON AN ACT OF NEGLIGENCE,NA
7743,ecv2020,7743,Crainte du vaccin contre la covid( Rumeurs),Fear of the COVID vaccine (Rumors),NA
7744,ecv2021,7744,ENFANT NÉ AU SITE DE CHAMP,CHILD BORN AT THE CHAMP SITE,NA
7745,ecv2021,7745,MANQUE D' ARGENT POUR LA FICHE,LACK OF MONEY FOR THE FORM,NA
7746,ecv2022,7746,MANQUE D INFORMATION,LACK OF INFORMATION,NA
7747,ecv2020,7747,Maque de temps,Lack of time,NA
7748,ecv2020,7748,Calendrier en cours pour VAA et VAR,Ongoing schedule for VAA and VAR,NA
7749,ecv2021,7749,MANQUE  D'ARGENT POUR PAYER LA CARTE,LACK OF MONEY TO PAY FOR THE CARD,NA
7750,ecv2021,7750,PERSONNELS DE SANTÉ  INDISPONIBLES,UNAVAILABLE HEALTHCARE PERSONNEL,NA
7751,ecv2021,7751,MANQUE DE MOYENS,Lack of resources,NA
7752,ecv2020,7752,FI�VRE ET PLEUR INCESSANTS,FEVER AND INCESSANT CRYING,NA
7753,ecv2021,7753,INSECURITE  DE LA REGION NOUS INDISPOSE,INSECURITY OF THE REGION BOTHERS US,NA
7754,ecv2022,7754,JE NE SAIS PAS,I DON'T KNOW,NA
7755,ecv2020,7755,N'a pas encore accompli 9 mois.,Has not yet completed 9 months.,NA
7756,ecv2022,7756,0,0,NA
7757,ecv2020,7757,VENU AU RENDEZ VOUS SANS FICHE,CAME TO THE APPOINTMENT WITHOUT A FORM,NA
7758,ecv2020,7758,Rupture enBCG et certains enfants b�n�ficient rota mais mais non �crit sur la carte .,Disruption in BCG and some children benefit from rota but not written on the card.,NA
7759,ecv2021,7759,LA FICHE DE VACCINATION EST PERDUE LORS DE DELOGEMENT D'UNE MAISON A L'AUTRE,THE VACCINATION RECORD WAS LOST DURING THE MOVE FROM ONE HOUSE TO ANOTHER,NA
7760,ecv2020,7760,REFUS DU PERE,Refusal of the Father,NA
7761,ecv2020,7761,DATE APPROCHE,APPROACH DATE,NA
7762,ecv2021,7762,LA MERE ETAIS MALADE,THE MOTHER WAS SICK,NA
7763,ecv2021,7763,DE0LASSEMENT DU MENAGE,HOUSEHOLD TASK,NA
7764,ecv2022,7764,NON VACCINÉ,UNVACCINATED,NA
7765,ecv2020,7765,TROISIEME DOSE EN COUR,THIRD DOSE IN PROGRESS,NA
7766,ecv2021,7766,LA MERE AVAIS VOYAGE,THE MOTHER HAD TRAVELED,NA
7767,ecv2022,7767,CONTRE TEMPS,Setback,NA
7768,ecv2021,7768,MANQUE DU TEMPS,LACK OF TIME,NA
7769,ecv2020,7769,Je n'avait pas le temps de rentrer encore,I didn't have time to go back yet.,NA
7770,ecv2020,7770,VOYAGE POUR LE DEUIL,VOYAGE FOR MOURNING,NA
7771,ecv2020,7771,EN D�PLACEMENT PR DEUIL,ON A TRIP FOR MOURNING,NA
7772,ecv2022,7772,FAIBLESSE DE LA MÈRE DE L'ENFANT,Weakness of the child's mother,NA
7773,ecv2020,7773,CRAINTE DE VACCIN DE COVID-19,FEAR OF COVID-19 VACCINE,NA
7774,ecv2020,7774,quand je vais au champs personne ne reste avec l'enfant pour l'amener � la vaccination et je vais avec lui au champs.,when I go to the fields no one stays with the child to take him to the vaccination and I take him with me to the fields.,NA
7775,ecv2021,7775,GRÈVE DES  PERSONNEL  DE SANTE,HEALTHCARE STAFF STRIKE,NA
7776,ecv2022,7776,AU CHAMPS APRES LA NAISSANCE DE L ENFANT,IN THE FIELD AFTER THE CHILD'S BIRTH,NA
7777,ecv2021,7777,INONDATION,Flood,NA
7778,ecv2022,7778,LES VACCINS RENDENT MALADES LES ENFANTS,Vaccines make children sick.,NA
7779,ecv2020,7779,NEGLIGENCE DELA MAMAN,MOTHER'S NEGLIGENCE,NA
7780,ecv2020,7780,Les parents sont en mouvement tr�s souvent et �a co�ncide avec les s�ances de vaccination,"Parents are often on the move, and this coincides with vaccination sessions.",NA
7781,ecv2020,7781,FAUTE D'INFORMATION AUPR�S DE PERSONNEL SOIGNANT,LACK OF INFORMATION FROM HEALTHCARE PERSONNEL,NA
7782,ecv2020,7782,"ROTA EN RUPTURE, L' ENFANT N'A PAS ENCORE ATTEINT 9 MOIS","ROTA IN BREAKAGE, THE CHILD HAS NOT YET REACHED 9 MONTHS",NA
7783,ecv2020,7783,Vaccin incomplet,Incomplete vaccine,NA
7784,ecv2020,7784,La n�gligences et la fatigue pendant la p�riode que nous revenons au champs,Negligence and fatigue during the period when we return to the fields,NA
7785,ecv2020,7785,EN DEPLACEMENT,ON THE MOVE,NA
7786,ecv2020,7786,VIE DE SEDENTAIRE DANS LES ZONES MINI�RES,SEDENTARY LIFE IN MINING AREAS,NA
7787,ecv2020,7787,L'enfant n'a que 8 mois son calendrier vaccinal est en cours.,"The child is only 8 months old, their vaccination schedule is ongoing.",NA
7788,ecv2020,7788,EMPECHEMENT DE LA MERE,Mother's hindrance,NA
7789,ecv2020,7789,Les d�clarations  de la m�re  contradictoires aux donn�es  de la fiche,The mother’s statements contradict the data in the form.,NA
7790,ecv2022,7790,SES SOEURS ETAIENT MALADES,HER SISTERS WERE SICK,NA
7791,ecv2021,7791,LA MÈRE DÉCLARE QUE L'ENFANT A REÇU TOUS LES VACCINS MAIS ELLE AVAIT OUBLIE LA CARTE DE VACCINATION A LA MAISON,THE MOTHER STATES THAT THE CHILD RECEIVED ALL THE VACCINES BUT SHE HAD FORGOTTEN THE VACCINATION CARD AT HOME,NA
7792,ecv2020,7792,La m�re confirme que l'enfant a re�u  tous les vaccins mais ce n'est pas marqu�.,"The mother confirms that the child has received all the vaccines, but it is not marked.",NA
7793,ecv2021,7793,REFUS DE SON PÈRE,REFUSAL FROM HIS FATHER,NA
7794,ecv2022,7794,OUBLIE DE LA MERE GARDIENNE,FORGOTTEN BY THE CARETAKER MOTHER,NA
7795,ecv2021,7795,"Les corps soignants n,ont pas mentionne sur la fiche les vaccins pris par son fils",The healthcare providers did not mention the vaccines received by his son on the form.,NA
7796,ecv2020,7796,Negligence de la mere de l'enfant,Negligence of the child's mother,NA
7797,ecv2021,7797,MÈRE NÉGLIGEANT,NEGLIGENT MOTHER,NA
7798,ecv2021,7798,VOYAGE DES PARENTS,PARENTS' TRIP,NA
7799,ecv2022,7799,La maman dit que son enfant a reçu  tous les vaccins,The mother says that her child has received all the vaccines.,NA
7800,ecv2020,7800,ENFANT MOINS DE 12MOIS �CHEC DE LA VACCINATION PAS �VALUER,CHILD LESS THAN 12 MONTHS FAILURE OF VACCINATION DO NOT EVALUATE,NA
7801,ecv2021,7801,LES PARENTS AVAIENTS FUIT LES CONFLITS ETHNIQUES,THE PARENTS HAD FLED THE ETHNIC CONFLICTS,NA
7802,ecv2020,7802,ELLE NE PAS INFORM� DE LA VACCINATION,SHE WAS NOT INFORMED ABOUT THE VACCINATION,NA
7803,ecv2020,7803,"CALENDRIER VACCINAL EN COURS 
CAMPAGNE NON ORGANISE DEPUIS LA NAISSANCE DU BEBE","CURRENT VACCINATION SCHEDULE
CAMPAIGN NOT ORGANIZED SINCE BABY'S BIRTH",NA
7804,ecv2020,7804,LA MAMAN DIT QUE SON ENFANT A PRIS TOUS VACCINS,THE MOTHER SAYS THAT HER CHILD TOOK ALL THE VACCINES,NA
7805,ecv2022,7805,DEPLACEMENT DE LA MERE GARDIENNE,Movement of the Mother Superior,NA
7806,ecv2021,7806,DEPLACEMENT TEMPORAIRE DE LA FAMILLE VERS LE CHAMP,TEMPORARY RELOCATION OF THE FAMILY TO THE COUNTRYSIDE,NA
7807,ecv2020,7807,CALENDRIER  VACCINAL EN COURS,CURRENT VACCINATION SCHEDULE,NA
7808,ecv2022,7808,Rupture et voyage de la famille,Breakup and Family Journey,NA
7809,ecv2020,7809,"L'ENFANT A ETE TRANSFUS� APR�S SA VACCINATION, UNE FORTE FI�VRE","THE CHILD WAS TRANSFUSED AFTER HIS VACCINATION, A HIGH FEVER",NA
7810,ecv2021,7810,Achat de la fiche CPS,Purchase of the CPS sheet,NA
7811,ecv2022,7811,MANQUE DE LA PIROGUE,MISS THE BOAT,NA
7812,ecv2020,7812,PARCE QUE NOUS LE MBANZA KONGO EN ANGOLA,BECAUSE WE ARE MBANZA KONGO IN ANGOLA,NA
7813,ecv2020,7813,ELLE EST SOUVENT AUX CHAMPS ET N A PAS DE TEMPS POUR L AMENER AUX VACCINS,SHE IS OFTEN IN THE FIELDS AND DOES NOT HAVE TIME TO TAKE HIM FOR VACCINATIONS,NA
7814,ecv2020,7814,VOYAGE DE LA MERE AVEC L'ENFANT,Journey of the Mother with the Child,NA
7815,ecv2020,7815,A RE�U LE VACCIN EN RETARD,RECEIVED THE VACCINE LATE,NA
7816,ecv2020,7816,D�PLACEMENT,MOVEMENT,NA
7817,ecv2021,7817,PEUR DE CORONA VIRUS,FEAR OF CORONAVIRUS,NA
7818,ecv2020,7818,LA MAMAN �TAIT �PROUV�,THE MOTHER WAS TESTED,NA
7819,ecv2020,7819,A MOINS DE 9MOIS,LESS THAN 9 MONTHS,NA
7820,ecv2021,7820,PAS ASSEZ F ENFANT POUR OUVRIER LE FLACON,NOT ENOUGH CHILD TO OPEN THE BOTTLE,NA
7821,ecv2022,7821,NEGLIGENCE DE LA MERE GARDIENNE,Negligence of the Guardian Mother,NA
7822,ecv2021,7822,DEMENAGEMENT,Moving,NA
