survey,random_order,reason,translation,roy_categorized
ecv2021,7898,SITE DE VACCINATION NON CONNU,,
ecv2022,7899,"PAR FOIS OUBLIE CARTE A LA MAISON POUR CROCHER SELON SA MAMAN, ENFANT A RECU TOUS LES VACCIN DE SON AGE",,
ecv2020,7900,CALENDRIER VACCINALE  EN COURS,,
ecv2020,7901,A PEINE R�ALISER 9 MOIS,,
ecv2020,7902,Visite de leur grand p�re dans village voisin,,
ecv2020,7903,J ETAIS AU CHAMPS,,
ecv2022,7904,LES PARENTS RESTENT DANS LE CAMPEMENT AVEC LES ENFANTS  POUR LES TRAVAUX CHAMPETRES,,
ecv2020,7905,Je vais demander � sa m�re qui ma�trise la situation,,
ecv2020,7906,VACCINATION EN COURT,,
ecv2020,7907,"L'ENFANT N'A QUE 6 MOIS,N'A PAS MANQUE DE SEANCE DE VACCINATION SEULEMENT CEUX DES STRATEGIES AVANC�ES",,
ecv2020,7908,ATTEND SON RENDEZ VOUS,,
ecv2020,7909,Campagne Chenille,,
ecv2020,7910,L'ENFANT A 7MOIS IL LUI RESTE 2 MOIS POUR  RECEVOIR LE VAA ET LE VAR,,
ecv2021,7911,LONG VOYAGE,,
ecv2020,7912,RESTE VAAet VAR,,
ecv2020,7913,"RUPTURE, L' ENFANT N' A PAS ENCORE ATTEINT 9MOIS",,
ecv2021,7914,ON DEMANDÉ L ARGENT POUR LA PESÉE,,
ecv2022,7915,CONFLITS INTER COMMUNAUTAIRE,,
ecv2020,7916,NEGLI GENCE PURE ET SIMPLE DE LA MERE,,
ecv2020,7917,�a reste celui de 9mois,,
ecv2021,7918,L’ENFANT ETAIT DANS UNE AUTRE VILLAGE,,
ecv2021,7919,ENFANT ABSENTE LES JOURS DE RENDEZ-VOUS,,
ecv2020,7920,Enfant inf�rieur a 9 mois,,
ecv2022,7921,"LONGUE DISTANCE DE MARCHE, SIX KILOMÈTRES DE MARCHE POUR ATTEIDRE LE CS",,
ecv2020,7922,CALENDRIER VACCINAL EN COIRS,,
ecv2020,7923,FUITE DE LA GUERRE,,
ecv2020,7924,SUIT SON CALENDRIER,,
ecv2020,7925,ABSCENCE DE SA MERE,,
ecv2020,7926,La famille �tait en d�placement au village.,,
ecv2022,7927,ENFANT NÉ DANS UN VILLAGE ÉLOIGNÉ,,
ecv2020,7928,Un bon nombre des jours au campement,,
ecv2020,7929,La maman �tait avec l'enfant dans de campement agricoles,,
ecv2020,7930,MORT DE LA MERE DE L'ENFANT,,
ecv2020,7931,ELLE A DEJA RECU TOUT LES VACCIN PAR RAPPORT A SON AGE,,
ecv2020,7932,MERE ABSENTE DU VILLAGE AVEC ENFANT LE JOUR DE VACCINATION,,
ecv2020,7933,Pour rien,,
ecv2021,7934,MON DEPLACEMENT POUR LA VILLE DE KANANGA,,
ecv2020,7935,FAMILLE EN D�PLACEMENT POUR RAISON DE COMMERCE,,
ecv2021,7936,MUTATION DE MON MARI,,
ecv2021,7937,À CAUSE DE LA COVID19,,
ecv2021,7938,MALADIE DE LA MAMAN,,
ecv2020,7939,Attend le RDV pour le VAA et VAR,,
ecv2022,7940,CARTE GARDEE AU CS,,
ecv2021,7941,MANQUE D'INFORMATION SUR LE CALENDRIER VACCINALE,,
ecv2020,7942,Perte de la carte,,
ecv2021,7943,DÉPLACEMENT DES PARENTS DANS UN CAMPEMENT ÉLOIGNÉ DU POSTE DE SANTÉ WELI.,,
ecv2021,7944,MANQUE DE MOYEN POUR L’ACHAT DE LA CARTE,,
ecv2020,7945,"L'ENFANT EST N� EN OUGANDA, ET A SUIVI LA VACCINATION L� PUIS AVEC LA FERMETURE DE LA FRONTI�RE LORS DE CONFINEMENT C'�TAIT DIFFICILE DE TRAVERSER LA FRONTI�RE",,
ecv2022,7946,Déplacement,,
ecv2020,7947,DATE DES RENDEZ-VOUS IGNOR� PAR LA M�RE,,
ecv2020,7948,PARESSE DE LA MERE,,
ecv2020,7949,LES VACCINATEURS NE SONT PAS ENCORE PASS�S..,,
ecv2021,7950,VIENNENT DE L'ANGOLA,,
ecv2022,7951,NOUS ETIONS DANS DES CARRIÈRES MINIÈRES LORS DE LA VACCINATION DES ENFANTS,,
ecv2020,7952,M�RE EN DEPLACEMENT,,
ecv2022,7953,LA FICHE BIEN COMPLETEE ENTRE LES MAINS DES AGENTS PEV,,
ecv2020,7954,L'enfant attend encore son neuvi�me mois pour parachever avec les autres s�ances,,
ecv2020,7955,JUSTE APRES SA NAISSANCE NOUS SOMMES PARTIS AU CHAMP,,
ecv2020,7956,DEPLACEMENT DE LA MERE AVEC L'ENFANT,,
ecv2020,7957,M�RE ETAIT AU CHAMPS,,
ecv2021,7958,MÈRE AU CHAMPS,,
ecv2022,7959,DEUIL FAMILIALE CHEZ LA MERE,,
ecv2020,7960,"QUAND LES VACCINATEURS PASSENT, MOI JE SUIS D�J� AU CHAMP OU � LA RIVI�RE.",,
ecv2021,7961,L'IT NE PARLE PAS DE VACCINATIONS,,
ecv2020,7962,ON ATTEND LE JOUR DU RENDEZ VOUS POUR LE PROCHAIN VACCIN,,
ecv2020,7963,Il n a pas encore 9 mois,,
ecv2022,7964,EST ALLE AU DEUIL,,
ecv2020,7965,"De fois, nous ne sommes pas inform� de la vaccination du mois.",,
ecv2020,7966,Absence de la m�re !ors des vaccination,,
ecv2022,7967,DÉPLACEMENT AU CAMPEMENTS PENDANT 6 MOIS,,
ecv2020,7968,LE P�RE DE L ENFANT NA PAS CONFIANCE AU VACCIN,,
ecv2021,7969,CRAINTES DE VACCINS CONTRE LE COVID19,,
ecv2021,7970,NE AILLEURS,,
ecv2021,7971,Rota NON connu,,
ecv2020,7972,"ACCOUCHEMENT A DOMICILE ,PAS D' IMPORTANCE  POUR LE VACCIN",,
ecv2020,7973,MALADIE DE LA MERE,,
ecv2021,7974,ROTA PAS ENCORE  INTRODUIT,,
ecv2022,7975,LEVOYAGE,,
ecv2020,7976,MAMAN ABSENTE,,
ecv2020,7977,Pas de temps possible,,
ecv2020,7978,ELLE A 8 MOIS,,
ecv2020,7979,VACCINS NON VDISPONIBLE,,
ecv2022,7980,MERE ÉTAIT EN VOYAGE,,
ecv2020,7981,Les relais n'ont pas sensibilis�,,
ecv2021,7982,LA RUPTURE  DE STOCK LEURS ENNUYE,,
ecv2020,7983,Oublie par la m�re,,
ecv2020,7984,L ENFANT N A PAS ENCLORE EU 9 MOIS,,
ecv2020,7985,JOEL NA PAS RECU AUCUNE VACCIN SUITE A UNE MALADIE APARTIR DE LA MATERNIT�  (KASHELELEKA ),,
ecv2020,7986,Pas re�u le vaccin de 9 mois,,
ecv2020,7987,"Marie a 8mois ,elle continue � prendre ses vaccins.",,
ecv2020,7988,LA M�RE �TAIT EN D�PLACEMENT,,
ecv2020,7989,NON RESPECT DE RDV DE VACCINATEURS,,
ecv2022,7990,VOYAGE DE LA MÈRE DE L'ENFANT,,
ecv2022,7991,VOYAGE EN BROUSSE DE TOUTE LA FAMILLE POUR LES TRAVAUX DE CHAMPS,,
ecv2020,7992,L'AGE NON ATTEINT POUR LE DERNIER VACCIN,,
ecv2020,7993,ABSENCE DE VACCIN,,
ecv2020,7994,�g�,,
ecv2020,7995,LE VACCINATEUR N'ARRIVE PAS AUX CAMPEMENTS,,
ecv2020,7996,Occupations multiples,,
ecv2020,7997,L'ENFANT N'A PAS ENCORE ATTEINT L'AGE DE 9 MOIS,,
ecv2021,7998,DEPLACEMENT PENDANT LE CALENDRIER VACCINAL,,
ecv2020,7999,LA MAMA EST TROP OCCUP�,,
ecv2021,8000,LA GREVE DES CENTRES,,
ecv2020,8001,"J'�tais dans des kilom�tres, je n'ai pas pu amener mon enfant � la vaccination",,
ecv2020,8002,�TAIT  � UN DEUIL,,
ecv2021,8003,RUPTURE DE STOCK  ET VOYAGE,,
ecv2022,8004,La mère  était dans la forêt,,
ecv2021,8005,NEGLIGENCE DE LA MERE POUR  NE PAS PROTEGER LA FICHE DE L'ENFANT,,
ecv2020,8006,"�tant enseignante, je n'ai pas assez souvent le temps d'accompagner l'enfant au site de vaccination.",,
ecv2020,8007,L'enfant n'a que 6mois et son calendrier est en cours.,,
ecv2022,8008,PAS SUR DE VACCIN,,
ecv2020,8009,ATTITUDE NEGATIVE DU VACCINATEUR,,
ecv2020,8010,Julie n'a pas encore atteint 9 mois pour VAR et VAA,,
ecv2020,8011,Ruptures et l'attente de VAA et VAR,,
ecv2020,8012,CRAINTE DE COVID,,
ecv2020,8013,N'a pas atteint 9mois,,
ecv2020,8014,PAS DE TEMPS POUR PARTIR AU CS,,
ecv2020,8015,Attent la date pour le vaccin de la fin,,
ecv2022,8016,EMPECHEMENT DE LA MERE,,
ecv2020,8017,M�re absente pendant les seances,,
ecv2021,8018,BUNDU DIA KONGO,,
ecv2020,8019,"On nous n�glige ,puis les vaccin na on qu'un int�r�t sur la sant� des non enfants.",,
ecv2020,8020,Ne et grandit dans le campement,,
ecv2020,8021,Encore en cours,,
ecv2020,8022,BEAUCOUP DES VOYAGE,,
ecv2021,8023,NÉGLIGENCE DE LA,,
ecv2020,8024,D�PLACEMENT DU DOMICILE POUR LE CHAMPS PENDANT UNE LONGUE DUREE,,
ecv2020,8025,IGNORENCE DE L'IMPORTENCE,,
ecv2022,8026,RUPTURE DES VACCINS,,
ecv2022,8027,MAQUIS DANS LES CAMPEMENTS LOINTAINS,,
ecv2021,8028,IT MA DIT FINI,,
ecv2021,8029,VOIR PRECEDEMENT,,
ecv2021,8030,PARTIR  AU CHAMP,,
ecv2020,8031,LA MAMAN ETAIT A LA CAMPAGNE AVEC L'ENFANT PENDANT LONGTEMPS,,
ecv2022,8032,LES PRESTATAIRES NE COCHE PAS SUR LA CARTE DE VACCINATION,,
ecv2020,8033,PAS EU DES INJECTIONS,,
ecv2020,8034,ENFANT ATTEND LE VACCIN DE 9 MOIS,,
ecv2022,8035,INNONDATION DE LA STRUCTURE,,
ecv2020,8036,A LA PREMI�RE DOSE LE PIED DE MON FILS S'EST ENFL� DEPUIS L'OR J'AI'PEUR,,
ecv2022,8037,SEULE SEANCE ORGANISEE EN AVANCEE DEPUIS SA NAISSANCE,,
ecv2020,8038,REFUS D'ALLER A LA CPS,,
ecv2020,8039,PAS DE RENDEZ VOUS POUR LA CPS,,
ecv2021,8040,NE SAIS PAS,,
ecv2021,8041,GRÈVE,,
ecv2020,8042,L'�ge de l'enfant,,
ecv2021,8043,GONFLEMENT DE LA CUISSE GAUCHE APRES AVOIR RECU LE VACCIN,,
ecv2020,8044,Nous �tions au champs.,,
ecv2020,8045,L'ENFANT ATTEND SON RENDEZ-VOUS,,
ecv2020,8046,Enfant a re�u le rota 1  et 3 . les vaccinateurs n'ont pas �crit sur la carte .,,
ecv2020,8047,OCCUPATIONS CHAMP�TRES,,
ecv2021,8048,LE DÉPLACEMENT VERS UN AUTRE MILIEU,,
ecv2021,8049,ALLER AVEC L'ENFANT DANS LA FORET POUR CULTIVER ET RECOLTER,,
ecv2021,8050,ENFANT  ENCORE  PETIT,,
ecv2020,8051,Rendez-vous le 28/10/2020,,
ecv2021,8052,VOYAGE Â LA FERME,,
ecv2021,8053,CALENDRIER VACCINAL NON MÉTRISÉ,,
ecv2020,8054,LES PRESTATAIRES SONT OBLIG�S D'ALLER CHERCHER LE VACCINS AU NIVEAU DU BUREAU CENTRALE. A CAUSE DE L'ABSENCE DE LA CHA�NE DE FROID.,,
ecv2020,8055,Reste de 9mois,,
ecv2020,8056,CRAINTE D'ETRE CONTAMIN� DE COVID 19,,
ecv2021,8057,FICHE BRÛLÉE,,
ecv2021,8058,MANQUE DE VACCINS,,
ecv2021,8059,Je ne sais,,
ecv2020,8060,Am�ne des d�penses a la famille pour trait� les maladies causes par la vaccination,,
ecv2020,8061,Reste VAA et VAR,,
ecv2020,8062,DECES DE SA MAMAN,,
ecv2020,8063,LA M�RE ETAIT ABSENTE,,
ecv2021,8064,MERE GRAVEMENT  MALADE  APRES  ACCOUCHEMENT  PLUS DE 5 MOIS,,
ecv2020,8065,L' ENFANT N'AS PAS ENCORE 09 MOIS,,
ecv2020,8066,COTAMINATION AU CORONA,,
ecv2020,8067,VIVER EN ANGOLA,,
ecv2021,8068,PAS DE RAPPEL,,
ecv2021,8069,GREVE DE PRESTATAIRE,,
ecv2020,8070,N'a pas encore 9 mois pour le VAR,,
ecv2020,8071,Attend le rendez-vous,,
ecv2021,8072,VPO O ABSENT A LA NAISSANCE,,
ecv2020,8073,Negligeance de la mere de l'enfant,,
ecv2020,8074,NOMBRE INSUFFISANT D'ENFANTS EXIGES PAR LES INFIRMIERS POUR ENTAMER UN FLACON D'UN VACCIN,,
ecv2020,8075,MERE TRES OCCUPE,,
ecv2020,8076,ATTEND DON RENDEZ VOUS DE 9 MOIS,,
ecv2020,8077,INDISPONIBILITE DES PARENTS SUITE AUX TRAVAUX CHAMP�TRES,,
ecv2020,8078,Parfois certaines s�ances de vaccination  nous trouvaient non pr�sents,,
ecv2020,8079,"N'ENTRER DANS MA VIE PRIVEE AVEC MES ENFANTS MEME SI JE NE LE VACCINE PAS IL SONT VIVANT ,PEU ET PORTR",,
ecv2020,8080,La derni�re fois on exigeait la fiche,,
ecv2020,8081,MANQUE DE TEMPS �TANT DONN�ES QUE NOUS ALLONS AU CHAMP,,
ecv2020,8082,D�placement vers un autre endroit,,
ecv2021,8083,L’ENFANTS  GARDER DANS LE RITE TRADITIONNEL,,
ecv2020,8084,A tout re�u,,
ecv2021,8085,IGNORANCE DE LA GARDIENNE,,
ecv2020,8086,Crainte des effets secondaires,,
ecv2022,8087,OUBLIE DATE,,
ecv2020,8088,D�M�NAGEMENT R�CENT DE LA M�RE,,
ecv2020,8089,OUBLI DE SA MAMAN,,
ecv2021,8090,JUSTE LA FATIGUE,,
ecv2022,8091,Pas de raisons valables,,
ecv2020,8092,MERE EN DEPLACEMENT VERS LE FLEUVE AVEC SON ENFANT MAIS AUSSI D'AUTRES VACCINS SON EN COURS,,
ecv2020,8093,COVID 19 AUCUNE S�ANCE ORGANISER,,
ecv2021,8094,MULTIPLE DEPLACEMENT DE LA FAMILLE,,
ecv2020,8095,L ENFANT �TAIT MALADE,,
ecv2020,8096,MANQUE VACCIN BCG LORS DU RENDEZ_VOUS ET N'A PAS ENCORE ATTEINT 9 MOIS,,
ecv2020,8097,A CAUSE DU VOYAGE POUR LE CHAMPS,,
ecv2020,8098,Vaccination,,
ecv2020,8099,TU PEUX ARRIV� AU CENTRE ET ON TE DIT QU'IL N'Y A PAS DE VACCIN,,
ecv2020,8100,CONFLIT AVEC LES AGENT DE SANT�,,
ecv2020,8101,"occupations multiples des parents, aussi la n�gligence",,
ecv2021,8102,AGENTS VACCINATEURS EN GRÈVE,,
ecv2021,8103,VOYAGE AVEC SA MERE,,
ecv2020,8104,Elle a commenc�e la vaccination a retard apr�s la mort de sa m�re et le vaccinateur n' a pas voulue donn� tout le vaccin vu aussi son etat,,
ecv2022,8105,L OUBLI,,
ecv2020,8106,ETAIT EN DEPLACEMENT,,
ecv2021,8107,"QUELQUES INTRANTS NON DISPONIBLE (VPI,ROTA)",,
ecv2021,8108,ABSENTE PENDANT LA VACCINATION,,
ecv2020,8109,L ENFANT N A PAS ENCORE SON CALENDRIER VACCINAL,,
ecv2020,8110,N'A PAS ENCORE ATTEINT L'AGE POUR TOUS LES VACCINS,,
ecv2020,8111,MULTIPLE DEPLACEMENT DE LA MERE AVEC ENFANT,,
ecv2020,8112,"Les prestataires ne sont pas passes vacciner les enfants,et le message d'un pasteur sur corona virus",,
ecv2020,8113,Selon la m�re l enfant a b�n�ficie la vaccination pour deuxi�me dose et troisi�me dose . mais la carte ne pas remplie et compl�t�e  par les vaccinateurs .,,
ecv2020,8114,L'enfant est n� avant l'introduction du nouveau vaccin rota virus,,
ecv2020,8115,MOINS DE 9 MOIS ET DEPLACEMENT,,
ecv2020,8116,LE FAIT D'EXIGER �TRE � DIX POUR B�N�FICIER DE LA VACCINATION,,
ecv2020,8117,ABSENCE DUE AUX TRAVAUX CHAPETRES ET LES VOYAGES,,
ecv2020,8118,N�GLIGENCES,,
ecv2020,8119,D�M�NAGEMENT,,
ecv2020,8120,Travail de champs,,
ecv2022,8121,L’ ACTIVITER N’ EST PAS REALISEE,,
ecv2020,8122,"N�GLIGENCE,OUBLI DE LA DATE DU RENDEZ-VOUS",,
ecv2020,8123,Les injections font mal,,
ecv2020,8124,CERTAINS VACCINS ETAIENT INDISPONIBLES MAIS POUR CEUX DE 9 MOIS C EST INOPPORTUN POUR LE MOMENT,,
ecv2020,8125,JAMAIS VACCIN INJECTABLE,,
ecv2020,8126,N'A PA ENCORE 9 MOIS,,
ecv2020,8127,"PAS DE MOBILISATION POUR INFORMER LA POPULATION QU'IL YA SEANCE DE VACCINATION, PAS DE CARTE DE VACCINATION POUR RESPECTE LES RENDEZ-VOUS",,
ecv2021,8128,MERE EN DEPLACEMENT,,
ecv2021,8129,RUPTURE DE VACCIN,,
ecv2020,8130,Rumeurs de la covid-19,,
ecv2020,8131,IGNORENCE DE LA M�RE DE LA DATE DE VACCINATION,,
ecv2020,8132,NE SAIT PAS,,
ecv2020,8133,MERE OCCUPE,,
ecv2022,8134,Migration,,
ecv2020,8135,DEPLACEMENT DE LA MERE AVEC SON ENFANT AU CHAMP POUR UN MOIS,,
ecv2020,8136,Les d�passements des parents,,
ecv2021,8137,LE P.S S’EST DELOCALISÉ AILLEURS,,
ecv2020,8138,Mere malade,,
ecv2020,8139,A RECU JUSTE LE BCG A LUKAFU PUIS A DEMENAGER VERS MWEMENA JUSQU'A LORS LE BEBE N'EST PAS VACCIN�.,,
ecv2020,8140,Non respect de rendez vous par la maman pour que l'enfant ANGEL re�oive le VPO 0,,
ecv2021,8141,LA MÈRE DÉCLARE QUE LE CS A OUBLIÉ DE MENTIONNER LES VACCINS DONNÉS PAR LE CENTRE,,
ecv2022,8142,Naissance à domicile,,
ecv2022,8143,PARTI AU CHANP AVEC L'ENFANT,,
ecv2021,8144,La négligence des infirmiers en mentionnant les vaccins pris par l'enfant sur la fiche,,
ecv2020,8145,Elle a 6 mois,,
ecv2020,8146,D�placement de leur village vers un autre,,
ecv2022,8147,MENAGE EN DÉPLACEMENT,,
ecv2021,8148,ANGOLA,,
ecv2021,8149,VOYAGE  DES PARENTS,,
ecv2021,8150,INSÉCURITÉ À MUTWANGA,,
ecv2020,8151,L'AGE NON ATTEINT POUR LA DERNI�RES PHASE,,
ecv2022,8152,INSTABILITE INSECURITE,,
ecv2020,8153,SON PERE EST REFRACTAIRE AUX VACCINS,,
ecv2021,8154,FIEVRES APRES VACCIN,,
ecv2022,8155,MALADE,,
ecv2021,8156,VOYAGES INTEPESTIFS ET LOINTAINS EN BROUSSE DE LA MERE/GARDIENNE DE L'ENFANT,,
ecv2020,8157,LE COMMUNIQUE N'EST PAS ENCORE PASS�,,
ecv2020,8158,LES VACCIN AMENE LES GRIPPE D'OU LES PARENT N'AYANT PAS DE SALAIRE ONT PEUR DE FAIRE VACCINER LEUR ENFANT,,
ecv2020,8159,CALENDRIER DE VACCINATION EN COUR,,
ecv2021,8160,NE SAIT  PAS LA RAISON,,
ecv2022,8161,OUBLIE SOUVENT LA CARTE,,
ecv2020,8162,En Angola on ne donne pas le vaccin injectable,,
ecv2020,8163,"Diminue l'intelligence des enfants, les infirmiers sont pay�s entraver nos enfants",,
ecv2020,8164,ELLE NE CONNAIS PAS COMBIEN DES VACCINS IL FAUT PRENDRE AVEC L ENFANT,,
ecv2022,8165,PEUR DES VACCINS INJECTABLE,,
ecv2021,8166,CFR SUPRA,,
ecv2021,8167,LA MERE GARDIENNE DE  L'ENFANT DEVELLOPE UNE TROUBLE MENTAL,,
ecv2020,8168,Notre absence au village pendant la vaccination,,
ecv2020,8169,PAS DE CHA�NE DE FROID AU NIVEAU DU CENTRE DE SANT�.,,
ecv2022,8170,LA GUERE,,
ecv2020,8171,�ge inf�rieur � 9 mois,,
ecv2020,8172,ON A PAS ENCORE ANNONC�,,
ecv2020,8173,RUPTURE et ATTENDRE LE VAA et VAR,,
ecv2020,8174,Vaccination en cours,,
ecv2020,8175,LA FAMILLE ETAIT AU CHAMP,,
ecv2020,8176,REFUS DE DISTRIBUER LES MILDA,,
ecv2020,8177,M�RE SOUVENT ABSENTE DE LA LAISON,,
ecv2020,8178,Nous sommes de d�plac� de guerre,,
ecv2021,8179,IMPACT COVID 19,,
ecv2020,8180,LA NON PRISE NE COMPTE DES RENDEZ-VOUS SUITE A MES OCCUPATIONS CHAMP�TRES,,
ecv2020,8181,RUPTURE DE CERTAINS INTRANTS,,
ecv2021,8182,A RECU TOUS LES VACCINS SELON LA MERE,,
ecv2020,8183,BEAUCOUP � FAIRE,,
ecv2022,8184,ENFANT EN VOYAGE,,
ecv2020,8185,TRAVAUX DE CHAMP,,
ecv2020,8186,NOUS SOMMES TROP EN D�PLACEMENT,,
ecv2020,8187,Sa m�re est d�c�d� apr�s une c�sarienne,,
ecv2020,8188,NEGLIGENCE ET MANQUE DE TEMPS,,
ecv2020,8189,A CAUSE DU DEPLACEMENT,,
ecv2021,8190,NOUS ALLÉ VIVRE DANS LE CAMPEMENT POUR UNE DURÉE DE SÉJOURS DE PLUS DE 6 MOIS.,,
ecv2020,8191,IGNORANCE DE LA FAMILLE,,
ecv2021,8192,OUBLIE DE LA MÈRE,,
ecv2021,8193,DISTANCE DU SITE DE VACCINATION,,
ecv2020,8194,OCCUPER AU CHAMP,,
ecv2022,8195,RUPTURE EN ANTIGENES BCG,,
ecv2022,8196,LAFAMILLEADEMENAGE,,
ecv2020,8197,J'�tais au campement,,
ecv2020,8198,D�PLACEMENT FAMILIAL VERS LE CHAMPS � PLUSIEURS KILOM�TRES DU POSTE DE SANT� KABULOBA,,
ecv2021,8199,SA MERE EST PARTI AUX ETUDES,,
ecv2020,8200,MERE ET ENFANT TRES SOUVENT EN DEPLACEMENT,,
ecv2022,8201,VACCIN REÇU MAIS PAS  MENTIONNÉ,,
ecv2020,8202,L'ENFANT N'A PAS ENCORE ATTEINT L'AGE,,
ecv2020,8203,L'indisponibilit� de la m�re.,,
ecv2020,8204,LA COVID 19,,
ecv2020,8205,ABSENCE DE SA M�RE,,
ecv2021,8206,RENDEZ-VOUS NON FIXÉ,,
ecv2021,8207,GREVE DU PERSONNEL SOIGNANT,,
ecv2020,8208,LES RELAIS NE PASSENT PAS DANS NOTRE AVENUE,,
ecv2022,8209,Le deplacement d'une autre province qui nous a causés le retard qui sera récupéré,,
ecv2020,8210,N�gligence de ma femme,,
ecv2020,8211,"RUPTURE AU CENTRE, DEUX FOIS J'AMENE L'ENFANT ON ME PARLE QU'ON A CL�TUR� LA SEANCE.",,
ecv2020,8212,ENFANT A 6 MOIS,,
ecv2022,8213,NOMBRES INSUFFISANTS DES ENFANTS POUR OUVRIR LE VACCIN,,
ecv2020,8214,EST EN COUR,,
ecv2021,8215,LA MAMAN ETAIT ALLE AU DEUIL AVEC LES ENFANTS,,
ecv2020,8216,PAS ENCORE 9MOIS,,
ecv2021,8217,PAS D'HOPITAUX LÀ OÙ L'ENFANT ETAIT (A LUSUNGU),,
ecv2020,8218,NEGLIGENGE,,
ecv2021,8219,POUR RIEN,,
ecv2020,8220,D�m�nagement de la m�re,,
ecv2021,8221,LA MERE DE L’ENFANT ETAIT TRES MALADE PENDANT LA PERIODE,,
ecv2020,8222,La foi des parents ne permet pas qu'on vaccine les enfants,,
ecv2020,8223,Elle n'as pas le temps,,
ecv2021,8224,LA GRAND-MÈRE AVAIT REFUSÉ QUE L'ENFANT PUISSE POURSUIVRE LA VACCINATION,,
ecv2022,8225,MANQUE DE ROTA 3,,
ecv2020,8226,DONNE LA FIEVRE ET AGGRAVE LA MALADIE,,
ecv2020,8227,Le jour du vaccins impr�cis,,
ecv2021,8228,MERE INCONSCIENTE,,
ecv2020,8229,ENFANT MOIN DE 9MOIS  CALENDRIER VACCINAL EN COURS,,
ecv2020,8230,AURA SA DOSE DE VAR VAA DANS SON PROCHAIN RENDEZ VOUS,,
ecv2020,8231,ToTALEMENT VACCINE,,
ecv2020,8232,SUITE LA CRAINTE DE LA COVID 19,,
ecv2020,8233,Les d�placements des parents � l'enfant.,,
ecv2020,8234,L'ENFANT ATTEND ATTEINDRE 9 MOIS POUR TERMINER LE CALENDRIER VACCINAL,,
ecv2022,8235,DEPLACEMENT DES MEMBRES DU MENAGE,,
ecv2020,8236,IL RESTE LE VAR ET VAA,,
ecv2020,8237,PETIT DEPLACEMENT DE LA MERE,,
ecv2022,8238,DEMENAGEMENT,,
ecv2021,8239,ENFANT NE A KANANGA,,
ecv2021,8240,A CAUSE  DA LA GRÈVE,,
ecv2020,8241,EN  COURS DE VACCINATION,,
ecv2020,8242,�ge inf�rieur � l'�ge de  de 9 mois,,
ecv2020,8243,A tout re�u selon moi,,
ecv2020,8244,Mon fils a tous re�u,,
ecv2020,8245,Vaccin en cours,,
ecv2022,8246,MERE ETAIT EN VOYAGE,,
ecv2020,8247,L'enfant n'a pas finit ses vaccins suite � son �ge.,,
ecv2021,8248,DEPLACEMENTS,,
ecv2020,8249,Enfant ne et grandi dans un campement  la ou les vaccins n'arrivent pas,,
ecv2021,8250,GRÈVE DES AGENTS CHARGÉ POUR LA VACCINATION,,
ecv2021,8251,Mère en voyage avec l’enfant au kasai  oriental,,
ecv2020,8252,RESIDENT A LA FORET,,
ecv2020,8253,OCCUP� PAR DES TRAVAUX  CHAMP�TRES,,
ecv2020,8254,"L'Enfan avait re�u le premier vaccin, elle a fait la fi�vre, on l'a amen� � l'h�pital mais les infirmiers nous ont encore demand� de l'Argent, raison de ma d�motivation",,
ecv2021,8255,OUBLIE DE LA DATE DU RENDEZ-VOUS,,
ecv2020,8256,Elle pense que le vaccin rend malade,,
ecv2020,8257,MAMAN �TAIT EN VOYAGE EN KINSHASA.,,
ecv2020,8258,L'enfant tombe malade � chaque fois qu'il re�oit le vaccin et on doit encore payer les soins et j'ai d�cid� de ne plus l'amener � la vaccination,,
ecv2020,8259,"IL A 6  MOIS, IL LUI RESTE QUE CEUX DE 9 MOIS. DONC SA VACCINATION EST EN COURS",,
ecv2020,8260,En attente de la date du rendez vous pour VAR et VAA,,
ecv2020,8261,LE RECO N'ONT PAS FAIT PASSER LE COMMUNIQU�,,
ecv2021,8262,NEGLIGEANCE DES PARENTS,,
ecv2020,8263,ATTEND LE RENDEZ VOUS,,
ecv2020,8264,VACCINS INSUFFISANTS,,
ecv2020,8265,ABC�S AU NIVAU DU CITE D'ADMINISTRATION,,
ecv2021,8266,LES  VOYAGES INTEMPESTIFS,,
ecv2020,8267,LES VACCINATEURS NE SONT PLUS PASS�S,,
ecv2020,8268,Le d�placement et absence du domicile,,
ecv2022,8269,DEMENAGEMENT DE NGEMBE A OKEKE,,
ecv2020,8270,ABSENCE DE LA MERE,,
ecv2021,8271,NON MENTION DES VACCINS PRIS PAR LE CS,,
ecv2021,8272,"VACCIN NON SIGNALE DANS SA CARTE , MAIS LA MAMAN AFFIRME",,
ecv2020,8273,DEPLACEMENT DE LA MERE AUX CHAMPS,,
ecv2021,8274,DEPLACEMENT VERS UN CAMPEMENT LOINTAIN AU SITE,,
ecv2020,8275,L'enfant est encours de vaccination,,
ecv2020,8276,L'enfant a moins de 9 mois,,
ecv2020,8277,CONVICTIONS RELIGIEUSE,,
ecv2020,8278,VACCINATION EN COUR,,
ecv2020,8279,RESTE SEULEMENT LE VACCIN DE 9MOIS L'ENFANT A ENCORE MOINS DE 9 MOIS,,
ecv2021,8280,DECE DESA MERE,,
ecv2020,8281,Pas de seringue pour rotavirus,,
ecv2020,8282,PERE MALADE,,
ecv2020,8283,Elle �tait en deplacement,,
ecv2022,8284,REFUS  DES PARENTS,,
